name_restaurant,direction,amount_ratings,amount_ratings_excellent,amount_ratings_vgood,amount_ratings_average,amount_ratings_poor,amount_ratings_terrible,price_range,category_1,category_2,category_3
"Roka, Boston","801 Massachusetts Ave, Boston, MA 02118-2605",(44),8,19,10,2,1,$$ - $$$,Japanese,Sushi,Asian
"Old Havana Cuban Restaurant, Boston","349 Centre Street, Boston, MA",(20),11,5,0,1,0,$,Caribbean,Latin,Cuban
"High Spot Deli, Boston","10 Beacon St, Boston, MA 02108-3778",(23),4,15,1,1,0,$,Cafe,Fast Food,Deli
"Lower Mills Tavern, Boston","2269 Dorchester Ave, Boston, MA 02124-5624",(34),15,12,4,3,0,$$ - $$$,American,Pub,Vegetarian Friendly
"Krasi, Boston","48 Gloucester St, Boston, MA 02115-3141",(15),11,1,2,0,1,$$ - $$$,Mediterranean,Greek,Wine Bar
"Galley Diner, Boston","11 P St, Boston, MA 02127-2365",(34),19,11,2,1,0,$,American,Diner,
"Action Kitchen, Boston","1 Seaport Ln, Boston, MA 02210-2013",(17),14,3,0,0,0,$$ - $$$,,,
"My Diner, Boston","455 E 1st St 2nd Floor, Boston, MA 02127-1669",(13),11,1,1,0,0,$,Diner,,
"Catwalk, Boston","215 Charles St The Liberty Hotel, Boston, MA 02114-3001",(14),11,3,0,0,0,$$ - $$$,Bar,Pub,
"Greenhills Irish Bakery, Boston","780 Adams St, Boston, MA 02124-5104",(16),11,4,0,0,0,,,,
"D'Parma Restaurant, Boston","182 Sumner St, Boston, MA 02128",(22),12,6,3,1,0,$$ - $$$,Italian,,
"Tony & Elaine's, Boston","111 N Washington St North End, Boston, MA 02114-2365",(23),11,8,1,2,1,$$ - $$$,Italian,Vegetarian Friendly,
"Pushcart Pizza, Boston","117 Salem St, Boston, MA 02113-1728",(118),50,30,12,5,18,$$ - $$$,Italian,Pizza,Vegetarian Friendly
"Pho Hoa Restaurant, Boston","1370 Dorchester Ave, Boston, MA 02122-2921",(41),13,19,4,3,0,$,Asian,Vietnamese,Soups
"Crave Mad for Chicken, Boston","75 Kneeland St, Boston, MA 02111-1901",(48),18,16,8,1,3,$$ - $$$,Asian,Korean,
"99 Restaurants, Boston","29-31 Austin Street Bunker Hill Mall, Boston, MA 02129",(49),17,15,8,1,3,$$ - $$$,American,Bar,Pub
"Pho Le, Boston","1356 Dorchester Ave, Boston, MA 02122-2912",(18),9,8,0,0,0,Asian,Vietnamese,Soups,Vegetarian Friendly
"The Halal Guys, Boston","137 Stuart St b/t Warrenton St & Tremont St, Boston, MA 02116-5609",(28),9,10,3,2,1,$,Fast Food,Mediterranean,Middle Eastern
"Halftime Pizza, Boston","115 Causeway St North Station across from TD Garden, Boston, MA 02114-1304",(67),19,26,11,6,3,$,Pizza,Vegetarian Friendly,
"Clerys Restaurant, Boston","113 Dartmouth St, Boston, MA 02116-5134",(106),18,34,28,8,9,$$ - $$$,American,Bar,Pub
"Asian Garden Restaurant, Boston","28 Harrison Ave, Boston, MA 02111-2025",(35),16,9,2,2,1,$$ - $$$,Chinese,Asian,Cantonese
"Reelhouse, Boston","6 New St, Boston, MA 02128-2316",(84),27,20,18,12,5,$$ - $$$,American,Bar,Seafood
"Forcella, Boston","33 North Square, Boston, MA 02113-2447",(11),9,1,0,0,0,$$ - $$$,Italian,,
"Hampshire House, Boston","84 Beacon St, Boston, MA 02108-3496",(31),15,7,3,2,0,$$ - $$$,American,Bar,Pub
"Publico Street Bistro, Boston","11 Dorchester St, Boston, MA 02127-1673",(23),12,8,1,2,0,$$ - $$$,American,Bar,Mediterranean
"Jo Jo Tai Pei, Boston","103 Brighton Ave, Boston, MA 02134-2802",(39),17,15,4,2,0,$$ - $$$,Chinese,,
"Dates & Olives, Boston","160 Chestnut Hill Ave, Boston, MA 02135-4639",(22),16,3,0,2,0,$,Mediterranean,Greek,Middle Eastern
"Red Apple Farm, Boston","100 Hanover St The Boston Public Market, Boston, MA 02108-2407",(24),13,8,0,0,1,$,,,
"Taqueria Jalisco, Boston","291 Bennington St, Boston, MA 02128-1448",(20),12,6,1,0,0,$,Mexican,Latin,Spanish
"King Falafel Restaurant, Boston","48 Winter St, Boston, MA 02108-4712",(68),25,24,9,3,2,$,Fast Food,Mediterranean,Greek
"Ruckus, Boston","5 Tyler St, Boston, MA 02111-1905",(17),10,3,1,0,0,$,Japanese,Asian,
"Kingston Grille & Bar, Boston","25 Kingston St, Boston, MA 02111-2200",(52),15,26,6,1,2,$$ - $$$,American,Pub,Vegetarian Friendly
"465 Bar and Restaurant, Boston","465 Huntington Ave Museum of Fine Arts, Linde Family Wing of Contemporary Art, Level 2, Boston, MA 02115-5523",(20),8,7,5,0,0,$$ - $$$,American,,
"Jerry Remy's Sports Bar and Grill, Boston","Airport Road Terminal C, Main Terminal Food Court, Boston, MA 02128",(121),32,42,28,7,10,$$ - $$$,American,Bar,Vegetarian Friendly
"Terra, Boston","800 Boylston Street Eataly Boston, Boston, MA 02199",(102),23,30,25,13,5,$$ - $$$,Italian,Mediterranean,Vegetarian Friendly
"Whaling in Oklahoma, Boston","647 Tremont St, Boston, MA 02118-1201",(24),11,7,4,0,2,$$ - $$$,Japanese,,
"Archie's New York Deli, Boston","101 Arch St, Boston, MA 02110-1130",(15),12,3,0,0,0,Deli,,,
"Lola 42, Boston","22 Liberty Dr, Boston, MA 02210-1234",(48),19,9,11,2,5,$$$$,Seafood,Sushi,Vegetarian Friendly
"Harry's Bar & Grill, Boston","1430 Commonwealth Ave, Boston, MA 02135-3715",(25),12,10,2,0,1,$$ - $$$,Bar,Pub,
"Slate Bar & Grill, Boston","109 High St, Boston, MA 02110-2408",(46),9,26,6,3,2,$$ - $$$,American,Bar,Pub
"Viva Mi Arepa, Boston","5197 Washington St, Boston, MA 02132-6341",(16),7,8,0,0,0,$$ - $$$,Spanish,Venezuelan,South American
"The Fairmount Grille, Boston","81 Fairmount Ave, Boston, MA 02136-2723",(28),10,12,4,2,0,$$ - $$$,American,Bar,Pub
"House of Siam, Boston","542 Columbus Ave, Boston, MA 02118-1188",(71),22,21,13,6,4,$$ - $$$,Asian,Thai,Vegetarian Friendly
"Lady M Cake Boutique, Boston","304 Newbury St, Boston, MA 02115-2839",(13),8,1,0,1,0,$$ - $$$,American,,
"QDOBA Mexican Eats, Boston","540 Commonwealth Ave, Boston, MA 02215",(23),7,6,3,0,0,$,Mexican,Fast Food,
"The Brahmin American Cuisine & Cocktails, Boston","33 Stanhope St, Boston, MA 02116-5111",(72),26,27,6,9,4,$$ - $$$,American,Bar,Pub
"The Hungry I, Boston","71 1/2 Charles St, Boston, MA 02114-4608",(103),38,28,6,13,13,$$$$,French,,
"The Kitchen Cafe, Boston","104 South St, Boston, MA 02111-2801",(10),7,3,0,0,0,$,American,Cafe,
Zuma Boston,"1 Dalton St 2nd floor of Four Seasons Hotel, Boston, MA 02115-3184",(40),21,5,5,2,5,$$$$,Japanese,Sushi,Asian
"Seapoint Restaurant, Boston","367 E 8th St, Boston, MA 02127-2910",(14),8,5,1,0,0,$$ - $$$,American,Bar,Seafood
"Dorset Hall, Boston","367 Neponset Ave, Boston, MA 02122-3104",(38),14,10,8,1,4,$$ - $$$,American,Bar,Pub
"Love Art Sushi, Boston","1 Haviland St, Boston, MA 02115-2601",(11),5,5,0,0,0,$,Japanese,Sushi,Asian
"Brighton Cafe, Boston","1597 Commonwealth Ave, Boston, MA 02135-4443",(16),5,10,1,0,0,$,Cafe,Diner,
"Orfano, Boston","1391 Boylston St, Boston, MA 02215-3913",(20),6,6,6,1,0,$$$$,Italian,,
"Grasshopper, Boston","1 N Beacon St, Boston, MA 02134-1901",(61),22,12,20,4,2,$,Chinese,Asian,Vietnamese
"MOOYAH Burgers, Fries & Shakes, Boston","140 Tremont St, Boston, MA 02111-1318",(9),6,3,0,0,0,$,Fast Food,,
"Tutto Italiano, Boston","1889 River St, Boston, MA 02136-1418",(10),9,1,0,0,0,Italian,,,
"Tawakal Halal Cafe, Boston","389 Maverick St, Boston, MA 02128-2243",(8),7,1,0,0,0,$$ - $$$,Indian,African,Healthy
"Taco Mex, Boston","65 Maverick Sq, Boston, MA 02128-2312",(24),11,6,2,0,2,$$ - $$$,Mexican,,
Sons of Boston,"19 Union St, Boston, MA 02108-2406",(17),6,4,3,1,0,$$ - $$$,Bar,Pub,
"New Golden Gate Seafood, Boston","66 Beach St, Boston, MA 02111-2128",(67),10,27,17,3,4,$,Chinese,Seafood,Asian
"Potbelly Sandwich Shop, Boston","1 Harborside Drive Terminal C, Space No 48, Boston, MA 02128",(47),16,17,9,1,4,$$ - $$$,American,Fast Food,
"McGann's Irish Pub, Boston","197 Portland St, Boston, MA 02114-1720",(40),12,14,9,3,1,$$ - $$$,American,Irish,Bar
"Lilly's Gourmet Pasta Express, Boston","1528 Tremont St Mission Hill, Boston, MA 02120-2928",(12),9,3,0,0,0,$,Italian,,
"Harp & Bard, Boston","1099 Dorchester Ave, Boston, MA 02125-1418",(37),14,10,7,1,4,$$ - $$$,American,Bar,Pub
"Darbar, Boston","130 N Beacon St, Boston, MA 02135-2020",(28),12,12,1,0,3,$$ - $$$,Asian,Pakistani,Vegetarian Friendly
"All Star Pizza Bar, Boston","204 Cambridge St, Boston, MA 02114-2715",(10),9,1,0,0,0,$,Pizza,,
"Stillwater, Boston","120 Kingston St, Boston, MA 02111-2157",(16),6,7,1,0,1,$$ - $$$,American,,
"Tikki Masala, Boston","3706 Washington St Tower Street in Jamaica Plain, Boston, MA 02130-3701",(20),11,4,1,2,0,$$ - $$$,Indian,Vegetarian Friendly,
"Thai North, Boston","433 Faneuil St, Boston, MA 02135-1629",(38),20,14,2,0,1,$$ - $$$,Asian,Thai,Vegetarian Friendly
The Roof at Taj Boston,"Taj Hotel Boston 15 Arlington Street, 17th Floor, Boston, MA 02116",(37),17,7,5,1,3,$$$$,American,Contemporary,Vegetarian Friendly
"Jade Garden, Boston","20 Tyler St, Boston, MA 02111-1923",(38),15,9,7,2,3,$$ - $$$,Chinese,Seafood,Asian
Cuppacoffee Boston - Southend,"57 Traveler St Underneath the Troy Apartment Complex, Boston, MA 02118-2231",(11),5,4,0,0,0,,,,
"Totto Ramen, Boston","169 Brighton Ave, Boston, MA 02134-2003",(32),12,9,4,0,1,$,Japanese,Asian,
"The Longwood Galleria, Boston","350 Longwood Ave, Boston, MA 02115-5726",(26),7,9,6,1,0,$,Fast Food,,
"The Bowery Bar, Boston","2261 Dorchester Ave Lowr MILLS Lower Mills/Dorchester, Boston, MA 02124",(11),6,4,1,0,0,$$ - $$$,Bar,Pub,
"Ruby Room, Boston","155 Portland St, Boston, MA 02115",(54),14,21,14,3,2,$$ - $$$,American,Bar,Pub
"Casa Cana, Boston","1234 Soldiers Field Rd inside Hotel Studio Allston, Boston, MA 02135-1002",(20),12,3,2,2,1,$$ - $$$,Caribbean,Latin,Spanish
"Bean & Leaf Co, Boston","20 Custom House St, Boston, MA 02110-3524",(16),11,4,1,0,0,$,Cafe,,
"House of Siam on Tremont, Boston","592 Tremont St, Boston, MA 02118-1654",(34),6,13,11,0,1,$$ - $$$,Asian,Thai,Vegetarian Friendly
"Corrib Pub and Restaurant, Boston","2030 Centre St, Boston, MA 02132-3316",(35),13,10,9,2,1,$$ - $$$,American,Steakhouse,Irish
"Victoria Seafood Restaurant, Boston","1029 Commonwealth Ave, Boston, MA 02215-1001",(53),13,26,6,1,4,$,Chinese,Seafood,Asian
"Better Sorts Social Club, Boston","90 Tremont St, Boston, MA 02108-4101",(18),10,4,3,0,1,$$ - $$$,Bar,,
"Siam Bistro Thai Cuisine, Boston","151 Pearl St, Boston, MA 02110-2404",(30),9,12,6,1,0,$,Asian,Thai,Vegetarian Friendly
"Nunzio's Pizzeria, Boston","195 State St, Boston, MA 02109-2678",(41),14,11,10,3,1,$,Italian,American,Pizza
"Mumbai Spice, Boston","251 Massachusetts Ave, Boston, MA 02115-3500",(64),20,18,15,5,4,$$ - $$$,Indian,Asian,Vegetarian Friendly
"Molinari's, Boston","789 Adams St, Boston, MA 02124-5103",(22),12,4,4,2,0,$$ - $$$,Italian,Pizza,Vegetarian Friendly
"Corrib Pub, Boston","396 Market St Brighton, Boston, MA 02135-2738",(22),9,8,3,0,0,$$ - $$$,Irish,Bar,Pub
"Hopsters, Boston","51 Sleeper St, Boston, MA 02210-1276",(68),16,20,13,8,5,$$ - $$$,American,Brew Pub,Bar
"Chilacates, Boston","658 Centre St, Boston, MA 02130-2584",(14),9,3,1,0,0,$,Quick Bites,Mexican,Latin
"Thai Dish Restaurant, Boston","636 Beacon St, Boston, MA 02215-2004",(23),11,7,1,1,0,$$ - $$$,Asian,Thai,Vegetarian Friendly
"Pho Viet, Boston","1095 Commonwealth Ave, Boston, MA 02215-1022",(18),11,6,0,1,0,$,Asian,Vietnamese,
"T's Pub, Boston","973 Commonwealth Ave, Boston, MA 02215-1305",(20),10,6,2,1,0,$$ - $$$,American,Bar,Pub
"Shanti Restaurant, Boston","4197 Washington St, Boston, MA 02131-1733",(29),12,13,1,0,2,$$ - $$$,Indian,Asian,Pakistani
"Kings Dining & Entertainment, Boston","60 Seaport Blvd Suite 225, Boston, MA 02210-2042",(18),11,1,0,2,1,$$ - $$$,American,Bar,Pizza
"Causeway Restaurant & Bar, Boston","65 Causeway St, Boston, MA 02114-1615",(43),16,14,6,1,5,$$ - $$$,American,Bar,Barbecue
"Cafe Beirut, Boston","654 Centre St, Boston, MA 02130-2514",(34),12,11,4,3,3,$,Lebanese,Mediterranean,Middle Eastern
"Deli One, Boston","85 Arch St, Boston, MA 02110-1113",(21),7,8,2,1,2,$,Deli,Diner,
"Tre Monte, Boston","76 Salem St, Boston, MA 02113-2205",(12),6,3,3,0,0,$$ - $$$,Italian,,
"Sal's Ristorante & Pizzeria, Boston","205 L St, Boston, MA 02127-4212",(15),8,5,1,0,0,Italian,Pizza,,
"Au Bon Pain, Boston","369 Huntington Ave, Boston, MA 02115-4402",(24),5,14,1,0,1,$,,,
"Figaros, Boston","105 Beach St, Boston, MA 02111-2525",(14),9,3,2,0,0,$,Deli,,
"Merengue Restaurant, Boston","156 Blue Hill Ave Ste 160, Boston, MA 02119-2119",(38),16,8,7,2,2,$$ - $$$,Caribbean,Latin,Spanish
"Pressed, Boston","120 Charles St, Boston, MA 02114-3279",(14),9,2,2,0,0,$$ - $$$,Cafe,Vegan Options,
AK's South Boston,"309 D St, Boston, MA 02127-1268",(17),9,5,1,0,1,$,Pizza,,
"Empire Garden Restaurant, Boston","690 Washington St Between Beach Street & Lagrange Street, Boston, MA 02111-1614",(123),27,40,22,6,20,$$ - $$$,Chinese,Asian,Cantonese
"S & I Thai Cuisine, Boston","168A Brighton Ave, Boston, MA 02134-2011",(15),7,7,0,0,0,$,Asian,Thai,
"Happy Lamb Hot Pot, Boston","693 Washington St, Boston, MA 02111-1611",(12),8,2,0,0,0,$$ - $$$,Chinese,Asian,
"Hopewell Bar & Kitchen, Boston","1277 Commonwealth Ave, Boston, MA 02134-3527",(21),9,8,2,2,0,$$ - $$$,American,Bar,Pub
"My Cousin's Place, Boston","396 Hanover St, Boston, MA 02113-1407",(24),16,3,2,2,0,American,,,
"Twelve Hours, Boston","559 Washington St, Boston, MA 02135-2528",(10),4,5,0,0,0,$$ - $$$,Chinese,Asian,
"The Emory, Boston","21 Beacon St Beacon Hill, Boston, MA 02108-2804",(11),7,1,2,1,0,$$ - $$$,,,
"Symphony Cafe, Boston","301 Massachusetts Ave, Boston, MA 02115-4511",(15),9,2,1,2,0,$$ - $$$,American,Cafe,
"honeygrow, Boston","1282 Boylston Street near Fenway Park, Boston, MA 02215",(17),7,6,0,3,0,$$ - $$$,American,Asian,Fusion
"Pit Stop Barbeque, Boston","888 Morton St Ste A Mattapan, Boston, MA 02126-2465",(11),8,3,0,0,0,$$ - $$$,Barbecue,,
"Cheeseboy, Boston","720 Atlantic Ave South Station Train Concourse, Boston, MA 02111-2815",(24),10,8,4,1,0,$,American,Fast Food,
"Chicken Lou's, Boston","50 Forsyth St, Boston, MA 02115-5025",(15),12,0,3,0,0,$,American,Fast Food,
"Stir, Boston","102 Waltham St, Boston, MA 02118-3618",(11),8,1,1,0,0,$$$$,Italian,French,American
"Coreanos, Boston","172 Brighton Ave, Boston, MA 02134-2011",(15),7,7,0,0,1,$,Asian,Korean,
"Luna's Restaurant, Boston","945 Saratoga St, Boston, MA 02128-1152",(14),8,4,0,2,0,$$ - $$$,,,
"IHOP, Boston","1850 Soldiers Field Rd Brighton, Boston, MA 02135-1113",(38),10,8,8,4,3,$,American,Diner,
"Wagamama, Boston","100 Northern Ave, Boston, MA 02210",(34),9,10,8,0,3,$$ - $$$,Japanese,Asian,Thai
"South End Pita, Boston","473 Albany St, Boston, MA 02118-2506",(21),7,10,2,1,1,$,Lebanese,Moroccan,Mediterranean
"Joshua's Deli, Boston","44 Batterymarch St, Boston, MA 02110-3202",(12),5,6,0,0,0,$,Fast Food,,
"Backyard Betty's, Boston","170 W Broadway, Boston, MA 02127-1179",(15),7,5,2,0,1,American,Bar,Barbecue,Pub
"Coogan's, Boston","173 Milk St, Boston, MA 02109-4315",(91),20,27,16,7,11,$,American,Bar,Pub
"Ho Yuen, Boston","54 Beach St Suite 1, Boston, MA 02111-2051",(9),8,1,0,0,0,$,Chinese,,
"Roy's Cold Cuts, Boston","198 Marion St, Boston, MA 02128-1724",(12),7,5,0,0,0,Italian,American,Pizza,
"The Chicken and Rice Guys, Boston","85 Bedford St, Boston, MA 02111-2220",(9),7,1,0,0,0,$,Fast Food,Mediterranean,Middle Eastern
"Ali Baba, Boston","145 E Berkeley St, Boston, MA 02118-2207",(17),7,5,3,1,0,$$ - $$$,Middle Eastern,Vegetarian Friendly,
"New Jumbo Seafood Restaurant, Boston","59 Hudson St, Boston, MA 02111-1887",(64),20,23,6,2,7,$$ - $$$,Chinese,Seafood,Asian
"Azama Grill, Boston","54 Harvard Ave, Boston, MA 02134-1706",(15),8,6,0,0,1,$,Mediterranean,Middle Eastern,Egyptian
"Al Capone's, Boston","82 Summer St, Boston, MA 02110-1210",(26),10,8,5,1,2,$,American,Pizza,
"Jumbo Seafood Restaurant, Boston","5 Hudson St, Boston, MA 02111-1994",(30),6,17,5,1,0,$$ - $$$,Chinese,Seafood,Asian
"Stanhope Grille, Boston","350 Stuart St, Boston, MA 02116-5015",(32),17,10,3,1,1,$$ - $$$,American,International,
"Burro Bar, Boston","1357 Washington St, Boston, MA 02118-2140",(10),5,4,1,0,0,$$ - $$$,Mexican,,
"Phuket Thai Restaurant, Boston","1856 Centre St West Roxbury, Boston, MA 02132-1901",(28),13,10,1,1,3,$$ - $$$,Asian,Thai,Vegetarian Friendly
"Mala, Boston","129 Brighton Ave, Boston, MA 02134-2802",(17),4,11,1,1,0,$$ - $$$,Chinese,Asian,Szechuan
"Wonder Spice Cafe, Boston","697 Centre St, Boston, MA 02130-2556",(46),15,13,6,10,1,$$ - $$$,Asian,Thai,Cambodian
"The Green Briar, Boston","304 Washington St, Boston, MA 02108-4639",(28),6,13,6,1,1,$$ - $$$,Irish,Bar,Pub
"@Union, Boston","174 Harvard Ave Allston, Boston, MA 02134-2701",(21),11,7,1,1,1,$$ - $$$,Cafe,Vegetarian Friendly,Vegan Options
"Village Sushi & Grill, Boston","14 Corinth St, Boston, MA 02131-3021",(20),10,4,2,1,0,$$ - $$$,Japanese,Sushi,Asian
"Scoozi, Boston","580 Commonwealth Ave, Boston, MA 02215-2522",(49),10,22,12,4,0,$$ - $$$,Italian,American,Bar
"Olive Garden, Boston","11B Allstate Rd South Bay Plaza, Boston, MA 02125-1663",(136),18,26,27,9,13,$$ - $$$,Italian,Vegetarian Friendly,
"Tasty Burger, Boston","1 Nashua St North Station, Boston, MA 02114-1601",(18),10,4,2,1,1,$,American,Bar,Fast Food
"Rebel's Guild, Boston","200 Stuart St, Boston, MA 02116-5442",(28),9,5,6,5,0,$$ - $$$,American,Gastropub,
"The Oyster Club at The Heritage, Boston","79 Park Plaza, Boston, MA 02116-3925",(17),12,1,0,1,2,$$ - $$$,Seafood,,
"Gaga Seafood, Boston","25 Tyler St, Boston, MA 02111-1968",(16),5,6,1,0,1,$$ - $$$,Chinese,Seafood,Asian
"Cityside Bar & Restaurant, Boston","1960 Beacon St, Boston, MA 02135-7701",(58),7,24,11,9,4,$$ - $$$,American,Bar,Pub
"Home.Stead Bakery And Cafe, Boston","1448 Dorchester Ave, Boston, MA 02122-1343",(13),9,3,1,0,0,,,,
"Noodle Lab, Boston","100 Hanover St Boston Public Market, Boston, MA 02108-2407",(12),6,4,1,0,0,$,Japanese,Asian,Soups
"Noodle Barn, Boston","707 Centre St, Boston, MA 02130-2520",(30),8,15,5,0,2,$$ - $$$,Asian,Thai,Vietnamese
"Guy Fieri's Tequila Cocina, Boston","110 Causeway St The Hub on Causeway, Boston, MA 02114-1302",(16),9,2,3,2,0,$$ - $$$,Mexican,,
"Seaport Elite II, Boston","Seaport World Trade Center, 200 Seaport Blvd Suite 75, Boston, MA 02210",(8),8,0,0,0,0,$$$$,American,,
"Joy Luck Hot Pot, Boston","8 Kneeland St Between Kneeland Street and Washington Street, Boston, MA 02111-1515",(24),10,4,2,2,1,$$ - $$$,Chinese,Asian,Taiwanese
"Tora Japanese Restaurant, Boston","20B Tyler St Chinatown, Boston, MA 02111-1923",(6),4,1,0,0,0,$$ - $$$,,,
"Viga, Boston","291 Devonshire Street, Boston, MA 02110",(17),10,6,1,0,0,$,Italian,Fast Food,
"Amateras Ramen, Boston","112 South St Leather District between South Station and Chinatown, Boston, MA 02111-2847",(9),8,0,0,1,0,$$ - $$$,,,
"Joe's 320 Cafe, Boston","320 Spring St West Roxbury, Boston, MA 02132-5419",(16),7,5,1,3,0,$$ - $$$,American,Cafe,
"Holly Crab, Boston","1098 Commonwealth Ave Allston, Boston, MA 02215-1101",(10),5,3,1,0,0,Cajun & Creole,Seafood,,
"Red White Japanese Vegan, Boston","294 Newbury St Back Bay, Boston, MA 02115-2852",(6),5,0,0,0,0,$,,,
"Rondo's Sub Shop, Boston","134 W Broadway, Boston, MA 02127-1018",(14),7,6,1,0,0,,,,
"haley.henry, Boston","45 Province St, Boston, MA 02108-4124",(26),14,6,0,2,4,$$ - $$$,Wine Bar,,
"Dumpling Kingdom, Boston","137 Harvard Ave, Boston, MA 02134-2702",(20),8,7,2,1,1,$$ - $$$,Chinese,Asian,Vegetarian Friendly
"Tony's Place, Boston","188 Baker St West Roxbury, Boston, MA 02132-4838",(24),7,12,3,1,1,$$ - $$$,Italian,Bar,Pizza
"Flames Restaurant II, Boston","746 Huntington Ave, Boston, MA 02115-6313",(23),9,6,5,0,1,$$ - $$$,Caribbean,Jamaican,Vegetarian Friendly
"The Best Sausage Co, Boston","Jersey Street, Boston, MA 02215-3408",(30),10,7,8,0,3,$,American,Pizza,Fast Food
"Gong Cha, Boston","40 Harrison Ave, Boston, MA 02111-2024",(9),3,4,0,0,0,$$ - $$$,Cafe,,
"Brinkleys Restaurant & Pub, Boston","225 William F McClellan Hwy, Boston, MA 02128-1176",(79),9,31,24,8,6,$$ - $$$,American,Bar,
Boston College Club,"100 Federal St, Boston, MA 02110-1802",(13),10,1,1,1,0,$$$$,American,,
"Mehak Restaurant, Boston","329 Sumner St, Boston, MA 02128-2123",(14),7,6,0,1,0,$$ - $$$,Indian,Asian,Middle Eastern
"Chinatown Cafe, Boston","262 Harrison Ave, Boston, MA 02111-1835",(21),10,4,4,1,1,$,Chinese,Cafe,Asian
"Rodey’s Pizzeria and Pasta, Boston","55 Causeway St, Boston, MA 02114-1604",(6),4,1,0,0,0,Italian,American,,
"Cafe Artigiano, Boston","8 City Hall Ave near the Old City Hall, accessible by School Street or 15 Court Square, Boston, MA 02108-4301",(6),5,1,0,0,0,Italian,American,Pizza,Fast Food
"Taste Wine Bar and Kitchen, Boston","101 Summer St, Boston, MA 02110-1286",(20),8,8,0,0,3,$$ - $$$,Wine Bar,,
"Archie's Place, Boston","12 Pi Aly, Boston, MA 02108-4302",(10),7,2,0,0,0,$,,,
"Cava, Boston","669 Boylston Street, Boston, MA 02116",(7),4,3,0,0,0,,,,
"Cunard Tavern, Boston","24 Orleans St, Boston, MA 02128-2719",(21),5,11,1,0,3,$$ - $$$,American,Bar,Pub
"Double Chin Restaurant, Boston","86 Harrison Ave corner of Kneeland St & Harrison Ave, Boston, MA 02111-1937",(21),10,6,1,0,3,$$ - $$$,Chinese,Asian,
"Mission Sushi & Wok, Boston","1625 Tremont St, Boston, MA 02120-1616",(9),6,3,0,0,0,$$ - $$$,Chinese,Sushi,
"Panera Bread, Boston","8 Allstate Road Suite 3, Boston, MA 02125",(25),3,8,3,0,1,$,,,
"Eat Street Cafe, Boston","55 Fruit St Massachusetts General Hospital, Boston, MA 02114-2621",(11),5,5,0,0,0,$,,,
"Samurai, Boston","827 Boylston St, Boston, MA 02116-2619",(36),10,10,4,3,0,$$ - $$$,Japanese,Sushi,Asian
"Pho countryside, Boston","468 Commonwealth Ave, Boston, MA 02215-2706",(16),7,5,2,2,0,$$ - $$$,Asian,Vietnamese,Vegetarian Friendly
"Flaming Grill & Buffet, Boston","950 American Legion Hwy, Boston, MA 02131",(10),3,5,1,0,0,$$ - $$$,Chinese,,
Boston Smoked Fish Co,"100 Hanover St Boston Public Market, Boston, MA 02108-2407",(12),7,2,3,0,0,$$ - $$$,American,Seafood,
"Little Steve's Pizzeria, Boston","1114 Boylston St, Boston, MA 02215-3601",(45),12,10,10,4,3,$,Pizza,Fast Food,
